id,archive_by_user,city,created_at,desc,image_count,mileage,platform,price,title,type,year
24204,False,Isfahan,Saturday 06AM,"گوشی سامسونگ کاملا سالم تعمیر نشده در رنگ مشکی فقط جعبش رو گم کردم اما تضمین میدم که دزدی نباشه 
لطفا فقط تماس بگیرید یا تلگرام پیام بدید",0,NA,mobile,500000,samsung a310,NA,NA
24280,True,Mashhad,Wednesday 04PM,درحد دویست تخفیف میدم با تشکر,1,NA,mobile,-1,گوشیG5,NA,NA
24281,False,Karaj,Wednesday 11AM,گوشی سالم و بدون تعمیر و بدون خط و خش.فقط یه زدهگی خیییییلییی کوچیک گوشه بالا داره از دستم افتاد ،ولی روی تاچ هیچ زدهگی نداره.,0,NA,mobile,490000,گوشی اچ تی سی 820 دیزایر,NA,NA
24406,True,Mashhad,Friday 03PM,گوشی کاملا تمیز در حد نو,1,NA,mobile,1700000,ایفون se 64,NA,NA
24482,True,Kermanshah,Friday 08PM,سالم خواهشن فقد پیام بدین زنگ نزنید جواب نمیدم,1,NA,mobile,300000,گوشیLG جی پرو,NA,NA
24582,False,Tehran,Sunday 01AM,بدون خط و خش با فاکتور و همه چی,0,NA,mobile,2300,iphone 6sیک ماه کار کرد,NA,NA
24642,True,Mashhad,Sunday 02PM,سلام گوشی هواوی وای تری تواندرود5.1حافظه8دوربین8سلفی5رم2چهارهسته فورجی معاوضه میکنم فروشی300,4,NA,mobile,300000,هواوی وای تری تو معاوضه,NA,NA
24683,True,Tehran,Wednesday 08PM,گوشی نو نو 16 گیگ از اول دست خودم بوده به هیچ وجه باز یا تعمیر نشده پارت نامبر آمریکا LL/A یکی 2 نقط دورش در حد سر سوزن داره ک اصلا معلوم نیست جلو عقب از اول گلس داشته لوازم کامل فقط تماس با تشکر از دیوار,4,NA,mobile,1400000,آیفون 6 گلد,NA,NA
24718,True,Isfahan,Thursday 07AM,گوشی عالی خیلی ازش راضیم دلیل فروشمم اینه که میخوام ارتقا بدم گوشی ساخت کره . 4g .یه گاردم داره شارژر . کارتون . اندرویدشم ارتقا دادم به 5 . مشتری باشین تخفیفم میدم,4,NA,mobile,480000,Galaxy s4 4g,NA,NA
24815,True,Tabriz,Wednesday 02PM,"خیلی تمیز یک زدگی کوچیک تو گوشش داره همه چیزش صفر استفاده نشده یک کاور هم میدم روش. 32gb,white
معاوظه با
iphone 4s  سفید
روش ٣٠٠میگیرم
فقط زنگ جواب میدم",2,NA,mobile,680000,گوشی ایفون iphone 5c,NA,NA
25115,True,Isfahan,Saturday 07AM,دو سیم کارت اندروید 5 بسیار تمیز در حد نو کارتون شارژر و هنسفری و یه قاب افیس هم داره.بدون کوچکترین ایراد.و بدون تعمیر شدگی کلا 2 ماه استفاده شده.تخفیف جزیی پای معامله.,2,NA,mobile,270000,samsung core prime  در حد,NA,NA
25214,True,Isfahan,Thursday 09AM,گلدباگارانتی دو هفته کارکرد.فوق آک.بدون ذره ای خطو خش.قابل معاوضه,0,NA,mobile,-1,آ5مدل2016,NA,NA
25597,True,Tehran,Friday 02PM,"نو میباشد
کادو گرفتم وگرنه نمیفروختمش 
رنگ گلد
آخرین و بروز ترین نوع طرح آیفون (اپل)میباشد",1,NA,mobile,270000,طرح اپل 6s plus,NA,NA
25605,True,Tabriz,Monday 03AM,"iPhone 6. 64gb گلد درحدآکبند!
بدون ضربه و خط و خش
فول برنامه
با کارتن و لوازم کامل
لطفا تماس تلفنی",2,NA,mobile,1590000,iPhone 6. 64gb گلد درحدآکبند!,NA,NA
25726,True,Tabriz,Monday 09AM,"سالم و به شرط تست

پشتش خش داره که با گارد دیده نمیشه.

دوربین 13

حافظه16

معاوضه فقط با دو سیم همرده و پایین 

پیام و تلگرام در خدمتم 

$NUM",0,NA,mobile,310000,گوشی موبایل سونی تی ایکس,NA,NA
25736,True,Tehran,Wednesday 11PM,فروش به بالاترین پیشنهاد,3,NA,mobile,-1,htc دیزایر ۳۲۰ * توافقی,NA,NA
25823,False,Isfahan,Monday 09AM,گوشی کاملا سالم 4جی 16 گیگ حافظه 5.7 اینچ .دو سیمکارت . مشکی کلا چهار پنج ماه کار کرده . بدون کوچکترین ایراد. لطفا فقط خریدار واقعی تماس بگیره . یک مموری 16 گیگ و یک گارد و محافظ صفحه هم داره که اگر همه رو با هم بخواین قیمت خیلی خوب میدم .,0,NA,mobile,650000,گوشی موبایل سامسونگ j7 مشکی,NA,NA
25993,True,Tabriz,Monday 08AM,"گوشی درحد نو با گلس نو که ۵۰تومن پولشه تازه انداختم با کاور فابریک که روی گوشی میدم ۳۲گیگ در حدخیلی تمیز و نو محدوده هتل مرمر قیمت مقطوع چون گوشی رو یک ماه هم استفاده نکرد .
تماس تلفنی جواب میدم فقط ممنون",0,NA,mobile,1300000,سامسونگ s6edg,NA,NA
26052,True,Karaj,Monday 06AM,"مشکی
32GB
دو سیمکارت
18 ماه گارانتی
دوهفته کار کرد",2,NA,mobile,2000000,سامسونگ s7 edge,NA,NA
26115,False,Tehran,Thursday 09AM,"سلام. گوشی نو با گارانتی اینتر
برنامه کامل اندروید
رنگ گلد.هیچ خط وخشی نداره اصلا
فرقی با نو نداره
سرقیمت اصلا تخفیف نخواید.
با گلس و قاب ژله ای
فروش سریع
دلال زنگ نزنه
عکس توی تلگرام میدم",0,NA,mobile,1000000,a5s 2016 درحد,NA,NA
26266,True,Tehran,Wednesday 08AM,"گوشی سالمه هم سخت افزاری هم نرم افزاری
کارتون هم داره
شارژر و هندزفریشو گم کردم
تلگرام و پیام پاسخگو هست",3,NA,mobile,100000,Experia x8,NA,NA
26648,False,Isfahan,Tuesday 03PM,قاب تمیز در حد نو,0,NA,mobile,-1,htc oneصدای میکروفن قطع ولی خیلی تمیز,NA,NA
26734,True,Karaj,Wednesday 10AM,اصلی 4جی در حد 3 ماه کار کرده و به شرط میدم آکبند هم الان بالا رفته قیمتش  430 تومن 4جی,2,NA,mobile,300000,سامسونگ j1 ace,NA,NA
26745,True,Isfahan,Saturday 05PM,دارای هدفون و شارژر نو استفاده نشده فابریک . چند عدد خط ریز روی جلد از پشت . سالم . یکبار تعمیری wifi داشته و سوکت شارژ داشته و الان سالمه . فروش فوری,1,NA,mobile,180000,گوشی موبایل XPERIA ion,NA,NA
26756,True,Tehran,Thursday 12PM,تمیز سالم لوازم کامل,2,NA,mobile,98000,اچ تی سی explorer,NA,NA
26773,True,Karaj,Tuesday 02AM,تمیز بدون هیچ خط وخش  یک ماه خریداری شده,2,NA,mobile,400000,P8 لایت,NA,NA
26913,True,Ahvaz,Monday 10AM,گوشی خیلی تمیزودرحدآک تخفیف جزیی دارد دوربین8فول اچ دی  فور جی قابل معاوضه با گوشی j5یا j72016.گلد اگه لازم باشه سر میدهم,0,NA,mobile,450000,sony t3فروش یا معاوضه,NA,NA
27115,True,Ahvaz,Thursday 06AM,گوشی s2پلاس میباشد گوشییه کار کرده زیاد رنگشم سفیده ولی کار میکنه هنگم نمیکنه از چند جا زدگی داره تازه هم براش یه گلس گذاشتم روهم رفته گوشیه خوبیه.لطفا فقط مشترییه واقعی تماس بگیره.با تشکر از سایته دیوار.,0,NA,mobile,-1,گوشی موبایل s2,NA,NA
27193,True,Tehran,Thursday 02AM,"گوشی LG nexus 5x
اندروید 7.1.1
بدون خط خش و زدگی
در حد اکبند 
گارانتی 96/10
قاب و گلس
به شرط و ضمانت میدم
گوشی دومم بوده اصلا استفاده نکردم
مرسی از دیوار",3,NA,mobile,900000,گوشی LG Nexus 5X اندروید 7.1.1,NA,NA
27261,False,Tehran,Tuesday 05PM,اس۵گوشی کاملاسالم وقابل تست باتمام تجهیزات و۳عددقاب و...یه مشکل داره دوربین جلوش ماته یابایدبازبشه تمیزبشه یاتعویضش کنید الانم کارمیکنه.همین.تعویضش۲۵ت خرج داره قیمت رومنصفانه گذاشتم بگردیدبررسی کنیدبعدپیام بدیدفقط پیام پاسخگوهستم محل کارازجواب تلفن دادم معذورم ممنون ازدیوار,0,NA,mobile,660000,اس۵گوشی کاملاسالم وقابل تست,NA,NA
27326,True,Ahvaz,Wednesday 04PM,فروش و معاوضه سونی ام فور اکوا 16 گیگ فورجی تعویض با گوشی های هم رده که اک باشن مثل گوشی خودم اک هستش 12 روز خریداری شده..اگه کسی هم برا تعویض داشت مدل گوشی رو بگه,0,NA,mobile,6500000,سونی ام فور اکوا 16 گیک فورجی اک,NA,NA
27370,True,Tabriz,Thursday 05PM,"لوازم تکمیل
بدون ذره ای عیب و ایراد
دورش خط و خش داره
لطفا خریدار واقعی تماس بگیرد",1,NA,mobile,1390000,Iphone 6 plus 16 gig,NA,NA
27383,False,Mashhad,Tuesday 07PM,عزیزان گوشی بسیار کم کار بدون خط و خش عکس گوشی رو گذاشتم از گارانتی گوشیم سه ماه گذشته لوازم جانبی گوشی همه هست حتا هندس فری گوشیم استفاده نشده لطفا اگه قست خرید دارید تماس بگیرید ممنون,0,NA,mobile,650000,جی سون فرو جی دو سیم کارت گلد,NA,NA
27539,False,Tehran,Friday 05PM,آیفون 6  اس 64 گیگ  رزگلده یک هفتست خریداری شده  همه چیزش آکبنده ، خود گوشی هم که  نوی نو عین بچم باهاش برخورد کردم تخفیف  هم داره . بازم تاکید میکنم گوشی نوی نو در حد گوشیه آکبنده دیدنش ضرر نداره,0,NA,web,-1,Iphone 6 S 64G Rosegold,NA,NA
27587,True,Karaj,Friday 08AM,گوشی رنگ خاکستری میباشد کاملا نو و بدون خط و خش تخفیف هم میدم,3,NA,mobile,2150000,اپل ۶اس پلاس ۶۴ گیگ,NA,NA
27862,False,Ahvaz,Sunday 08AM,"گوشی هاوایی
‌4G 
رنگ مشکی
بدون خط و خش
با کارتن و شارژر و هدفن
قیمت مقطوع
درصورت جواب ندادن ب تماس.پیام بفرستید",1,NA,mobile,450000,پی۸لایت.4G,NA,NA
28153,True,Shiraz,Monday 03PM,"گوشی ساده موتورلا سنگاپور اصل سری اولی سالم سالم به شرط با کارتون وشارژر فابریک .....مقطوع 
فقط تماس تلفنی 
باتشکر از سایت",2,NA,mobile,45000,گوشی موتورلا نمایشگر رنگی,NA,NA
28166,True,Kermanshah,Monday 01PM,"فروش یک عدد گوشی سامسونگ سالم دوربین ۵ و ... همراه با کارتن و شارژر و هنذفری ۲۰۰،۰۰۰ تومان با مشتری واقعی هم تخفیف میدم 
لطفا پیام بدهید .",3,NA,mobile,200000,گوشی Samsung Galaxy S advance,NA,NA
28253,False,Tehran,Saturday 10AM,گوشی کترپیلار. اندروید دوسیم کارت وپشتیبانی ازکارت حافظه۱۲۸ گیگ.  ضدضربه ضداب وشوک درحدنو وبه دلیل عدم استفاده اینجانب از اندروید فرخته میشود.,0,NA,web,750000,CAT B15,NA,NA
28357,True,Tehran,Wednesday 10AM,"سلام 
یکدستگاه آیفون 7 رنگ گلد برام از آمریکا آوردن چون خودم یه 7 گرفته بودم این رو برا فروش گزاشتم
قیمت امروز بازار 3100 بوده من 100 زیر قیمت گذاشتم
پارت نامبرLLA هست و بدون ICC ID  که از بقیه گوشی ها گرون تره
ممنون از دیوار",2,NA,mobile,3000000,آیفون 7 گلد 128 گیگ,NA,NA
28391,True,Tehran,Tuesday 09AM,"4G
نوت 3، 
$NUMn9005
32 گیگ،
کاملا سالم،
نه باز شده نه تعمیر،
24 ساعت مهلت تست،
فقط دور فرم خط و خش دارد.",2,NA,mobile,750000,"نوت 3 , 4g  , note 3",NA,NA
28505,True,Qom,Monday 02PM,سلام گوشی چاچا هست تمیز هست فقط دکمه ولومش خراب هست کارتون داره دیگ چیزی نداره گوشی سالمه قیمت مناسب میدم بکارم نمیاد پیام یاتماس تلگرام پیام بدید تا عکسشو بفرستم دوستانی که نمیدونن چه مدلی هست لطفا نپرسن تو اینترنت بخونن تعویضم میکنم,0,NA,mobile,-1,گوشی htc cha. cha,NA,NA
28569,True,Tehran,Wednesday 01PM,گوشی صحیح و سالم بدون خط و خش در حد اک.لوازم کارتن و شارژر. ارسال با پست هم دارم تلگرامم هستم,2,NA,mobile,210000,هواوی y600,NA,NA
28621,True,Kermanshah,Thursday 01PM,"هواوی تری سی لایت...
بدون مشکل.
رنگ مشکی.
۱۶گیگ حافظه داخلی دوربین ۸ 
وسایل کامل..",0,NA,mobile,290000,هواوی 3c lite,NA,NA
28774,False,Mashhad,Tuesday 09AM,سلام ١٦گیگ هستش با لوازم کامل کمی خوردگی و خط و خش دارد ولی سالم,0,NA,mobile,755000,ایفون 5s,NA,NA
28828,True,Tehran,Wednesday 06AM,کلا 6 ماه کارکرده و بدون کوچکترین خش به همراه 4 عدد قاب و گلس...,0,NA,mobile,700000,هوای 16 گیگ p8,NA,NA
28953,True,Karaj,Thursday 08AM,باسلام گوشی کلا ۴ماه استفاده شده.در حد اکبند.هندزفری پلمپ.دوسیم کارت.باکارت گارانتی.معاوضه هم فقط با ایفون۶ به بالا مابقیشو سر میدم بسته به شرایط گوشی.باتشکر,3,NA,mobile,1300000,سامسونگ اس۶فروش یامعاوضه,NA,NA
28999,False,Tehran,Tuesday 04AM,"مشکی 
از اول دست خودم بوده 7 میخوام بگیرم .سالم.به شرط میدم.
دو عدد بامپر(فلزی+پلاستیکی) + جعبه + فاکتور",0,NA,web,600000,4s64G با تست,NA,NA
29175,True,Shiraz,Sunday 06AM,فروش یا معاوضه lg v10 با همرده گوشی اصلی ساخت کره هست حدودا یک ماه پیش به قیمت 1550 خریدم فاکتور داره تمیز تمیز بدون کوچکترین مشکل یا خط و خش با نو هیچ فرقی نداره 32 گیگ جهت فروش یا پیشنهاد پیام بدید واتس اپ تلگرام یا sms با تشکر,3,NA,web,1250000,فروش یا معاوضه lg v10 تمیز و اک و اصلی,NA,NA
29186,False,Shiraz,Friday 04PM,یه ماه هست خریدم اما چون میخوام iphone 7 بخرم میخوام بفروشمش،,0,NA,mobile,1000000,آیفون 5s سفید,NA,NA
29190,True,Tehran,Wednesday 12PM,آیفون 6s رزگلد 16 گیگ / در حد آک / بدون خوردگی / پارت نامبر LLa/ معاوضه ندارم,1,NA,web,1700000,آیفون 6s رزگلد در حد,NA,NA
29391,True,Tehran,Monday 11AM,"لومیا640 ایکس ال سفید
بدون خط و خش و ضربه و تعمیر
لوازم جانبی کامل و اورجینال به همراه یک هنسفری آیفون6
همراه دوعدد محافظ
آخرین آپدیت ویندوزفون
تخفیف نداره قیمت خیلی پایین گذاشتم
با آیفون5 هم معاوضه دارم",0,NA,web,480000,Lumia 640 xl Dual آک,NA,NA
29416,True,Mashhad,Wednesday 06AM,"گوشی اک میباشد ب قیمت عمده با کارانتی اینتر فقط نقد معاوضه ندارم$NUM
$NUMاک پلمپ قیمت ١٢١٥ a$NUMgold",0,NA,mobile,820000,j7 4G gold 2015,NA,NA
29541,False,Shiraz,Sunday 04AM,گوشی نو در بسته بندی با حافظه 64 gb,1,NA,web,2750000,فروش گوشی آیفون 6s plus,NA,NA
29656,True,Tehran,Thursday 09AM,"گوشی کاملاً سالم و در حد آک بدون حتی کوچکترین خط و خش می باشد.لوازم کامل به همراه یک عدد در پشت اضافی 
قیمت پیشنهادی$NUMتومان",2,NA,web,-1,لومیا 820 در حد آک,NA,NA
29669,False,Qom,Wednesday 06PM,"سلام هوآوی تمیز و سالم باتری 2100 اندروید 4.1 بقیشو از سایت بخونید.
گوشی کارتون دور ریخته شده. بدون شارژر و هنزفری قیمت اینارو ازش کم کردم.
فقط پیام جواب میدم ،تلگرام هم در خدمت هستم.",3,NA,mobile,200000,هوآوی G 610 سه ماه کارکرده,NA,NA
29677,True,Tehran,Monday 01PM,سلام کاملا سالم بدونه تعمیر و تمیز باطری کاملا سالم 3450 میلی آمپر 32 گیگ ساخت مکزیک همراه با لوازم کارتن و شارژر,3,NA,web,900000,گوشی بلک بری پاسپورت اصل مکزیک,NA,NA
29765,True,Tehran,Monday 06AM,"چند جاش ضعف داره در حد خط و خش ولی ضربه نخورده گوشی
کاملا سالم بازدید برابره با خرید،",1,NA,web,1550000,iphone 6 128,NA,NA
29783,False,Shiraz,Wednesday 08AM,فروش فوری نو مثل عکس های که گذاشتم کارکرد یک ماه,5,NA,mobile,1200000,گوشی سونی زد٥نو نو,NA,NA
29936,True,Qom,Sunday 11AM,"سلام
دوسیم 
4G
سری اوله اوله ساخت مالزی هستش
معاوضه هم دارم با رده بالای بالا 
یاعلی",0,NA,mobile,710000,معاوضه گلکسی A7 2015,NA,NA
30231,True,Tehran,Sunday 11AM,"گوشی نوعه کم کار کرد 4هفته استفاده شده

به خریدار تخفیف جزئی ام میدم.",3,NA,mobile,400000,گوشی y6 pro,NA,NA
30334,False,Mashhad,Tuesday 05PM,"فایو 64 گیگ، سیلور، بسیار تمیز، با جعبه و لوازم کامل 
فروش یا تعویض با سیکس اس اضافه را سر میدهم",3,NA,web,820000,آیفون 5 ، 64 گیگ,NA,NA
30420,True,Shiraz,Saturday 02AM,گوشی دوتا مشکل داره یکی خط پشتش یکی هم دور ال سیدیش دورش یه خط زرد افتاده که مشکلی تو کار کردنو اینا نداره به هیچ عنوان هر دو ایرادشم تو عکس مشخصه قیمت پیشنهادیتونو اس کنید فقط اگه فکر مفت خری دارید بیخیال بشید معاوضه هم ندارم فقط فروش,2,NA,mobile,-1,ایفون ٥ ١٦گیگ,NA,NA
30447,False,Tehran,Thursday 06AM,"گوشی کاملا سالم ٣٢ گیگ فقط هندزفری ندارد. یع تخفیف کوچیک هم دارد 
باتشکر از دیوار",3,NA,mobile,670000,اپل ٥ 32 gig,NA,NA
30477,True,Mashhad,Friday 09AM,گوشی از اول دست خودم بوده.تمیز بدون ایراد هنگ نیمکنه$NUM,2,NA,mobile,500000,گوشی موبایل سامسونگ s4,NA,NA
30672,False,Ahvaz,Friday 05PM,"کاملا سالم
5 ماه کارکرده
با کارتن
هیچ مشکلی هم نداره
یه بارم تعمیر نرفته
1 هفته هم تستش کنید بعد مبلغو بدید
دیگه چی بهتر از شرایط",0,NA,mobile,300000,سامسونگ j7,NA,NA
30738,True,Mashhad,Tuesday 04AM,گوشی کاملاً سالم و تک سیم کارت است,1,NA,mobile,280000,هاوایی y530,NA,NA
30805,True,Shiraz,Monday 06PM,"گوشی آیفون 6S بدون ضربه 
کاملا سالم با گلس نو روی شیشه
سه ماه کارکرد",1,NA,mobile,1800000,iphone 6S - 16GiG,NA,NA
30970,True,Tabriz,Wednesday 06AM,"گلد-4g-بدون خط وخش- دارای ضد خش
دوربین جلو۵ دوربین عقب ۱۳",2,NA,mobile,580000,سامسونگ j7,NA,NA
31008,False,Tehran,Tuesday 04PM,"گوشی ۱ ماه کار کرده در حد نو بدون کوچکترین خش
رنگش نوک مدادیه ۱۶ گیگ با اندروی ۶
خودم$NUMخریدم",0,NA,mobile,8000000,htc designer 820,NA,NA
31040,False,Tehran,Tuesday 08AM,آیفون7 .رنگ سیلور.پلمپ شده. 32گیگ .فوری فروشی. به قیمت خرید.توو بازار$NUMتا جایی که من آمار دارم .من 2.750میدم,0,NA,web,2700000,آیفون7.رنگ سیلور.آکبند.پلمپ شده,NA,NA
31234,False,Mashhad,Saturday 05PM,معاوضه با سون هم انجام میشه,1,NA,mobile,2100000,سیکس اس ٦٤,NA,NA
31282,False,Mashhad,Tuesday 03AM,سلام هوآوی هونور6فورجی حافظه داخلی 16گیگ دوربین13,0,NA,web,420000,هوآوی هونور6 فورجی,NA,NA
31319,True,Tehran,Wednesday 11AM,گوشی ٣هفتس خریدم ابی رنگه کاملا نو مثل اولش با گلس و سه تا قاب.با ایفون ٦یا ٦ پلاس تعویض می کنم باقیشم سر می دم اگه بخواین باقیشو تبلت ویندوزی ایسر سوئیچ ده ٦٤گیگ به همراه کیبوردش میدم که اون هم دو ماهه گرفتم کاملا نو و سالمه و بسیار جمع و جوره و عالی برای کارهاي روزانست.,4,NA,mobile,-1,تعویض آیفون 5C,NA,NA
31375,True,Karaj,Friday 07AM,"مشکی فورجی دوسیم همزمان بدون خط و خش در حد آک
16 گیگ حافظه اتصال رم تا 256 گیگ
گارانتی اینتر داره
عکسها مال خوده گوشی هست
فست شارژ جعبه و لوازم کامل گلس و قاب
تخفیف فقط برای خریدار دلال تماس نگیره لطفا
فقط تماس و تلگرام
ممنون",3,NA,web,1100000,✔️سامسونگ A7 2016✔️,NA,NA
31455,False,Karaj,Friday 08PM,"گوشی های iphone 5s رسید 
Iphone 5s 16GB
قیمت:930هزارتومان
در حد اکبند/تعداد بالا و تک /فوق العاده تمیز/کارتن+لوازم کامل
تماس
$NUM
$NUM",3,NA,mobile,930000,Iphone 5s 16GB,NA,NA
31902,False,Isfahan,Thursday 10AM,"گوشی موبایل ویکا
چینی اصل با کارکرد عالی",1,NA,web,250000,گوشی موبایل ویکا با کارکرد عالی,NA,NA
32038,True,Mashhad,Sunday 09AM,گوشی خیلی خوبیه قیمتشم موبایل فروشی داده فقط چون میخوام دو سیم بخرم میفروشم دوربین 8حافظه داخلی 16 کنتره ش یکم زدگی داره که زیر گارد اصلا مشخص نیست با هواوی هانر هم تعویض میکنم بقیه ش سر میدم لطفا خریدار واقعی تماس بگیرد,3,NA,mobile,250000,گوشی سامسونگs2,NA,NA
32151,True,Shiraz,Friday 04AM,فاکتور خریدش هم هست 2سیم کارت ومموری خور هست قیمت مغازه دار الان 190 تومان هست من می دم 150 لطفا تخفیف هم نخواهید سفیدهم هست با نو هیچ فرقی نداره ممنون,1,NA,mobile,150000,نوکیا 222فقط2هفته استفاده شده,NA,NA
32228,True,Kermanshah,Sunday 08PM,سری اول بدون خط وخش دوسیم کارته 16گیگ حافظه داخلی دوربین عالی گوشی دست خودمه بدون کوچکترین ایرادفقط ک نداره تضمینش میکنم تضمینی,0,NA,mobile,350000,اسneo3اکبند,NA,NA
32264,False,Kermanshah,Thursday 11AM,گوشیم اک اکه بدون یک ذره ضربه یا رنگ پریدگی وسایلش تکمیله بدونه یک ذره هنگ بانگهداری شارژ خیلی عالی انگار داری نو میخری عکس نزاشتم چون گوشی اک اکع,0,NA,mobile,300000,هواوی جی۶۳۰اک اک,NA,NA
32273,True,Tehran,Friday 04AM,کاملا سالم-همراه جعبه و کامل,1,NA,mobile,150000,نوکیا c7,NA,NA
32458,False,Kermanshah,Sunday 02PM,"سالم بدون ایراد
یک ماه کار کرده
بدون هیچ گونه خط وخش",3,NA,mobile,1342000,گوشی موبایل سامسونگ اس6,NA,NA
32551,True,Tabriz,Thursday 11AM,2 عدد گوشی می باشد و قیمت هر کدام$NUMتومان می باشد.,0,NA,web,100000,گوشی موبایل samsung galaxy,NA,NA
32560,True,Qom,Thursday 10AM,"باسلام..یه تب لت 10اینچ مارکfriend ساخت هنگ کنگ.. بسیارعالى سیمکارت نمیخوره
به همراه یک گوشى سامسونگj1 ace فورجى.. فقط تاچ و ال سى دى مىخواد.. تعویض میکنم باs3 وهمرده",0,NA,mobile,-1,تب لت+samsung j1ace,NA,NA
32601,True,Qom,Saturday 05AM,"فروش یک عدد گوشی موبایل الجی 
و فروش یک سیمکارت ۰۹۱۲ کد ۹ بسیار رند همراه اول
$NUM
قیمت سیمکارت ۶۰۰ هزارتومان 
خدایش قیمت خوب زدم 
عجله دارم به اولین مشتری فروخته میشه 
پیام ندید 
با تشکر از سایت دیوار",1,NA,mobile,600000,گوشی موبایل + سیمکارت رند ۰۹۱۲,NA,NA
32609,True,Ahvaz,Monday 11PM,"گوشی جی ۷۳۰
چندتازدگی داره
بدون مشکل سخت افزاری و نرم افزاری 
ساعت تماس ۳بعدازظهر به بعد",1,NA,mobile,250000,گوشیG730,NA,NA
32631,True,Shiraz,Saturday 05AM,میت8 گلد 64 گیگ رم4 گیگ واقعا در حد اکبند 3 ماه گرفتمش فول پک همراه با اسمارت کیس تو بازار همش قلابی به شرط اصل بودن بدون کوچکترین خط و خش ببینی خریدی.,3,NA,mobile,1550000,میت8 بسیار عالی,NA,NA
32831,False,Tehran,Sunday 08AM,یک دستگاه samsung j5 مشکی بدون خط و خش. تیر ماه خریداری شده و کاملا سالم است. همراه با فاکتور و ضمانت نامه.,0,NA,mobile,500000,Samsung J5,NA,NA
32877,False,Tehran,Monday 01AM,گوشی اندروید به همراه جعبه فوری فروشی,2,NA,web,100000,گوشی سونی اریکسونX8,NA,NA
32913,False,Mashhad,Thursday 07PM,"گوشی کاملا سالمه.خیلی وقته کنار بوده وخاموش.
مداد،شارژر،هندزفری،کارتن ودفترچه همه چیز کامل.",3,NA,mobile,-1,"LG,kp500",NA,NA
32937,False,Tabriz,Monday 06PM,قیمت مقطوع,0,NA,web,900000,5s blackدر حد صفر,NA,NA
33034,True,Ahvaz,Friday 05AM,"این گوشی رو یک ماه نشده که خریدم اونم به قیمت 1/700/000
دارای مشخصات:
دوربین$NUMسلفی...5
آندروید....6
صفحه نمایش....6 اینج 
حافظه...16
لطفا فقط واتس اپ چون من سرکار هستم 
باتشکر ازسایت دیوار",2,NA,mobile,1400000,گوشی هواوی میت 7,NA,NA
33099,False,Tehran,Wednesday 11AM,"اپلs5


32g


رنگ سیلور


1/050/000تخفیف هم دارد
$NUM",1,NA,web,1050000,اپل 5s32g,NA,NA
33519,True,Tehran,Monday 03PM,"گوشی آیفون 4 سالم 32 گیگ،تمیز.گوشیو ریست فاکتوری کردم اپل آیدی میخواد.لوازم کامل.کارتن،شارژر،هندزفری داره.
جهت معاوضه با گوشی همرده یا فروش.
لطفا نظرات خودتونو بگین
فقط اس ام اس پاسخگو هستم
ممنون",2,NA,mobile,-1,آیفون 4(معاوضه یا فروش),NA,NA
33586,True,Mashhad,Thursday 09AM,",گوشی اک تمیز. دوسال گارانتی. رنگ خاکستری. مشخصات باتری عالی.۳۲. گیگ. دوسیم فورجی پلاس. ساپورت مموری۲۵۶. صفحه سوپر امپولد. دوربین عالیی. شارژر. و هنذفری اک مال خودش ک مو نمیزنه",0,NA,mobile,560000,لنوs90,NA,NA
33654,False,Isfahan,Wednesday 05AM,"تاچ شکسته 
ال سی دی سالم 
دوربین 5
اندروید 4,4
دارای بیمه وگارانتی
لطفا پیام بگذارید",2,NA,mobile,180000,پرستیژیو,NA,NA
33801,True,Mashhad,Friday 03AM,درجه یک و بی نقص,2,NA,mobile,100000,نوکیا 8250,NA,NA
33968,True,Tabriz,Monday 06PM,گوشی ضدآب و ضدضربه کاملا سالم و بدون ایراد با جعبه وکلیه لوازم فابریک . لطفا پیام بدین ... با تشکر از دیوار,1,NA,web,650000,Caterpillar B15,NA,NA
34060,False,Mashhad,Monday 12PM,گوشی اصلی وسالم تا حالا باز نشده بشرط تعمیرکار میدم,0,NA,mobile,160000,گوشیy300'درحداک,NA,NA
34100,True,Tehran,Tuesday 01PM,نو و پلمپ (بازنشده),2,NA,mobile,-1,گوشی جی ال ایکس ماد (GLX G6),NA,NA
34159,False,Isfahan,Friday 04PM,"فروش گوشی s3mini
دوربین 5",0,NA,mobile,320000,فروش گوشی s3mini,NA,NA
34371,True,Tehran,Saturday 05PM,رنگ گلد،گارانتی ١٨ ماهه اصلی سامسونگ،نو,1,NA,mobile,1950000,گوشی موبایل سامسونگ galaxy s7 edge,NA,NA
34458,True,Tehran,Wednesday 09AM,گوشی ٦ اس پلاس ٦٤ گیگ با جعبه و متعلقات باز نشده ضربه خوردگی نداره فقط توی ال سیدی جایی که عکس گذاشتم دو تا نقطه سفید هست که سخت قابل تشخیص هست خریداران واقعی به تلگرام شماره ای که گذاشته شده مراجعه کنن تلفن اصلا جواب داده نخواهد شد.,5,NA,mobile,2150000,گوشی اپل ٦ اس پلاس ٦٤ گیگ,NA,NA
34537,False,Mashhad,Monday 05AM,گوشی بسیار تمیز در حد نو,2,NA,web,1300000,گوشی موبایل Nokia Lumia 1520,NA,NA
34846,True,Karaj,Sunday 03AM,گوشی موبایل سامسونگ مدل s5 بدون تاچ و ال سی دی بقیه قطعات سالم,0,NA,mobile,300000,سامسونگ s5,NA,NA
